GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2,0,31.0,5,0.23137881155258627
M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1,0,54.0,0,0.6415987218552816
F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,2,0,41.0,14,0.13671822976524078
M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,0,29.0,6,0.6409893276891028
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,3,0,37.0,2,0.23703202075095753
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,3,0,35.0,3,0.4462798421073114
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,0,50.0,19,0.30122584433065286
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,41.0,4,0.6065910300296962
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,3,0,26.0,6,0.39341235674456104
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,0,37.0,0,0.6181491071429
M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,39.0,9,0.45962758044818836
F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Core staff,3,0,40.0,7,0.2122793088631234
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2,0,54.0,0,0.47521933512634856
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,0,48.0,22,0.0437369637916278
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,60.0,1,0.6802886733048631
F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,66.0,0,0.409494092031276
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,60.0,1,0.6802886733048631
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.7107058405975651
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,38.0,2,0.29914784774507724
F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,27.0,2,0.2067347008130265
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,61.0,0,0.5859561621541975
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,29.0,6,0.17733247944588493
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,37.0,3,0.3469386084003957
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,0,55.0,10,0.3073559709328978
M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,0,42.0,3,0.5114791454080094
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,62.0,0,0.3896925635387541
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,3,0,34.0,9,0.39893527202913615
M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,34.0,14,0.14403511976188874
M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,1,1,1,0,Unknown,1,0,25.0,1,0.21814081445429495
F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,49.0,11,0.5408164807145007
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,0,1,0,Unknown,1,0,64.0,0,0.7750218769226623
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,48.0,4,0.535020466495892
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,0,62.0,5,0.1338218233435016
F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,58.0,9,0.2674123561210047
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,4,0,34.0,4,0.5090344597878345
M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,1,0,0,0,Sales staff,2,0,29.0,1,0.6520962200864074
F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,43.0,12,0.30334968185399347
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,48.0,6,0.6808658108046578
F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,5,0.5303270756815324
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,2,0.5593378713893984
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,36.0,1,0.4137926935586951
F,Y,N,0,180000.0,Working,Higher education,Married,With parents,1,1,1,0,Accountants,2,0,31.0,2,0.26266800675128704
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,51.0,29,0.05574781498710188
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,0,53.0,33,0.040955117683863715
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,54.0,4,0.3404443958745419
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,0,57.0,10,0.4760409392732959
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,-0.0,6,0.1155152868684767
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,3,0,44.0,23,0.002037951990177109
M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,29.0,5,0.43988451338970874
F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,57.0,0,0.3803104080717655
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,47.0,3,0.6410818001371571
F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Unknown,2,0,58.0,0,0.21276003864449283
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,27.0,5,0.16028410935271944
F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,0,38.0,9,0.36549631886030953
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,0,56.0,6,0.5395186019613917
F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,1,0,1,0,Unknown,1,0,56.0,31,0.02496301727264124
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,0,46.0,11,0.4438212402970736
M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Laborers,3,0,29.0,2,0.8259347882040248
F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2,0,42.0,15,0.36516158601181514
F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,40.0,15,0.13487875906530628
F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,59.0,2,0.6983725818206423
F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,51.0,1,0.4889805464005516
M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,43.0,4,0.4029378790074586
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Sales staff,3,0,32.0,10,0.018503879641059633
F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.5448742626510015
M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Unknown,2,0,46.0,2,0.800568145058186
F,N,N,0,166500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,0,59.0,4,0.6461293240869058
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,0,37.0,4,0.47232426090677104
F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Laborers,3,0,46.0,3,0.19997237195536288
M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,0,36.0,10,0.25084995552893224
M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,1,0,33.0,9,0.30439279530702035
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2,0,54.0,8,0.38143711314066797
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.6024247772124831
M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3,0,31.0,12,0.1651906597512752
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,3,0,46.0,3,0.3220488753219752
F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,43.0,0,0.4729106435619875
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Laborers,2,0,32.0,3,0.8419426332723798
F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,32.0,0,0.6032832219414318
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,38.0,1,0.38666143231574046
M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,4,0,36.0,1,0.7176229586625226
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,2,0,48.0,6,0.2721158928169286
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,0,40.0,4,0.47607557439882436
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,29.0,4,0.19663723294995447
F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2,0,41.0,19,0.14680737780074607
M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,1,0,0,0,Sales staff,2,0,24.0,1,0.07853994037991828
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,3,0,42.0,7,0.4645111579534096
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,0,35.0,13,0.28726494827449056
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,0,25.0,5,0.4414368246640231
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,1,0,49.0,1,0.7294835168462412
M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,2,0,46.0,12,0.3498535157510503
F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3,0,38.0,17,0.07111167404699428
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Drivers,1,0,31.0,2,0.27162537180904656
M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,0,30.0,2,0.30130732417753664
F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,52.0,0,0.5052956762397249
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.38367255747525947
F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,61.0,0,0.5833702541879249
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,0,56.0,6,0.5395186019613917
F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,5,0,45.0,1,0.5914589140334692
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,39.0,9,0.35857283482776514
F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,64.0,0,0.32831280777996696
F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,HR staff,2,0,41.0,4,0.007581735306069498
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,High skill tech staff,1,0,27.0,4,0.38441529359817
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,40.0,18,0.19950758247383638
M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,1,0,0,0,Unknown,2,0,40.0,6,0.44460177042755794
M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,3,0,37.0,3,0.2570211275366742
M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,42.0,0,0.7346955875822525
M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,6,0.34470609016153586
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.6650443461623734
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,47.0,0,0.6125269907367589
M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,57.0,32,0.20657548762632957
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,34.0,12,0.14164831025494687
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,31.0,1,0.22587129017733457
F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,1,0,0,0,Laborers,1,0,51.0,9,0.7772356019382022
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,29.0,4,0.2645717450131315
M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,56.0,3,0.4891175681407154
F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2,0,37.0,9,0.29633137722447606
M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,26.0,8,0.3968153237999873
M,N,N,0,180000.0,Working,Higher education,Married,With parents,1,1,1,0,High skill tech staff,2,0,36.0,6,0.29096662406599
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,42.0,4,0.615314936774048
M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,0,31.0,6,0.11139708313861992
M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,1,0,Unknown,2,0,59.0,0,0.9046769608405076
F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.5695623942468977
F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,1,1,1,0,Core staff,1,0,28.0,2,0.1618604796045892
M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3,0,46.0,6,0.4612773104531371
M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,61.0,0,0.6879456216496126
F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Unknown,3,0,43.0,25,0.06788027056235195
M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,43.0,4,0.3902636956388939
M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,66.0,0,0.6373858089417663
F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,1,1,Accountants,1,0,38.0,3,0.6344425335684237
F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,49.0,28,0.04859225177639807
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,45.0,11,0.31227915312046234
F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.7095722597199442
F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,63.0,0,0.6148957545161922
F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2,0,35.0,6,0.44901385563245416
M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,1,0,0,0,Laborers,3,0,38.0,4,0.33240083733288567
F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,37.0,5,0.4180560201062796
M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,27.0,5,0.6140009408744731
F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,44.0,8,0.1382168942623263
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,1,1,0,0,Unknown,2,0,55.0,10,0.42606197166282317
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Cooking staff,1,0,46.0,7,0.415199490841069
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Waiters/barmen staff,1,0,33.0,3,0.6101966276478908
